rp_c,LP_stage,HP_stage,pressure,temp,enthalpy,fi,cpa,tci_hp,t_clp_ex
30.0,0,10,19.77476676278881,471.4380234892701,185.76625332255483,0.5013171315866798,1.024551469812214,317.70219450561285,486.014630037419
30.0,0,11,22.82386811500355,492.57179454974397,207.45812019548765,0.5468056962853965,1.0283118808256009,317.70219450561285,486.014630037419
30.0,0,12,26.34311504049364,514.652956904477,230.21073078609157,0.59253689681429,1.0325561002934618,317.70219450561285,486.014630037419
30.0,0,13,30.40499999999997,537.7239805065066,254.08729992404355,0.6385424318947497,1.0373313483402353,317.70219450561285,486.014630037419
31.0,1,0,1.1694019766821862,301.0951452862907,13.161007678127671,0.04480009897433042,1.0053561840479297,318.0651136139628,488.434090759752
31.0,2,0,1.3492856271023228,314.63277058017803,26.776303049760553,0.08915719387142788,1.0061399263955944,318.0651136139628,488.434090759752
31.0,3,0,1.5568399402489583,328.77906493255665,41.01607028055893,0.13357017116431624,1.0070984747939233,318.0651136139628,488.434090759752
31.0,4,0,1.7963213650763772,343.5613948877592,55.911669300062286,0.1780496355710616,1.0082516363162732,318.0651136139628,488.434090759752
31.0,5,0,2.0726411002237377,359.00835742517717,71.49646061739205,0.22260745424016998,1.0096210822924967,318.0651136139628,488.434090759752
31.0,6,0,2.3914658111044695,375.1498352812046,87.80598748639801,0.26725689161239014,1.0112305040525558,318.0651136139628,488.434090759752
